,variable,relative_importance,scaled_importance,percentage
37,imagecount,0.3613603413105011,0.0008686502696693048,0.00026011832831627634
38,avg_posts_early_day,0.35278284549713135,0.0008480313937175335,0.0002539439820556377
39,Teddy Bear,0.3289857804775238,0.000790827200054073,0.00023681412007552845
40,CALM,0.3220682442188263,0.0007741985912953671,0.00023183466394275518
41,index,0.3181537687778473,0.000764788842192605,0.00022901690368646942
42,avg_number_of_faces_over_all_images,0.3129839301109314,0.0007523614083024411,0.00022529549422901183
43,Laptop,0.2855979800224304,0.0006865301307381835,0.0002055822419929208
44,employed,0.27129361033439636,0.0006521448007324108,0.00019528551513746243
45,avg_posts_late_night,0.24323704838752747,0.0005847014835915295,0.00017508953578495592
46,insta_user_id,0.2298981249332428,0.0005526369260541918,0.0001654877669303988
47,M_3,0.20678050816059113,0.0004970660131785569,0.00014884699277197645
48,Collage,0.1907009780406952,0.0004584134921959025,0.00013727245064117677
49,Cocktail,0.17815706133842468,0.00042825999890823185,0.0001282429521873618
50,Animal,0.14647790789604187,0.00035210857321269314,0.00010543931965252624
51,Sunset,0.14574871957302094,0.00035035572553955135,0.00010491442738868765
52,Sea Life,0.14209233224391937,0.00034156637741152756,0.00010228244692211652
53,SAD,0.14028911292552948,0.0003372317375295977,0.00010098443399411743
54,H_1,0.12322811037302017,0.00029621991975701124,8.870339770976998e-05
55,education,0.11197249591350555,0.00026916329118484045,8.060125897821025e-05
56,avg_posts_day,0.09774576872587204,0.00023496460086029608,7.036042159124543e-05
57,P_1,0.09343139082193375,0.0002245935526259491,6.725479919774428e-05
58,Canine,0.0809660255908966,0.00019462888403448705,5.828184451768685e-05
59,H_2,0.07809949666261673,0.00018773822437456153,5.621842850974779e-05
60,SURPRISED,0.06898614764213562,0.0001658312462719776,4.965835856966156e-05
61,Pool,0.06879578530788422,0.00016537364682323158,4.952132988527332e-05
62,user_followed_by,0.06686578691005707,0.00016073425108142453,4.8132057462419045e-05
63,Dusk,0.0667848289012909,0.00016053964146850577,4.807378138865926e-05
64,Cat,0.06136033684015274,0.00014750006309463586,4.416906455727972e-05
65,ratio_male,0.06030885875225067,0.000144972484331302,4.341217817208764e-05
66,N_1,0.043509986251592636,0.00010459078368613266,3.1319831190616467e-05
67,born,0.038475401699543,9.248847823404362e-05,2.7695781820127218e-05
68,Person,0.0,0.0,0.0
69,Outdoors,0.0,0.0,0.0
70,Pet,0.0,0.0,0.0
71,Dog,0.0,0.0,0.0
72,Sky,0.0,0.0,0.0
73,Alcohol,0.0,0.0,0.0
74,Crowd,0.0,0.0,0.0
75,Toy,0.0,0.0,0.0
76,Coast,0.0,0.0,0.0
77,Tree,0.0,0.0,0.0
78,Sunlight,0.0,0.0,0.0
79,Light,0.0,0.0,0.0
80,Drawing,0.0,0.0,0.0
81,TV,0.0,0.0,0.0
82,Bikini,0.0,0.0,0.0
83,Sunrise,0.0,0.0,0.0
84,Swimwear,0.0,0.0,0.0
85,Selfie,0.0,0.0,0.0
86,Beard,0.0,0.0,0.0
87,Woman,0.0,0.0,0.0
88,Coffee Cup,0.0,0.0,0.0
89,Tattoo,0.0,0.0,0.0
90,Downtown,0.0,0.0,0.0
91,Musical Instrument,0.0,0.0,0.0
92,City,0.0,0.0,0.0
93,Pizza,0.0,0.0,0.0
94,Cloud,0.0,0.0,0.0
95,Beer Bottle,0.0,0.0,0.0
96,Money,0.0,0.0,0.0
97,Club,0.0,0.0,0.0
98,Airplane,0.0,0.0,0.0
99,Sketch,0.0,0.0,0.0
100,Cafeteria,0.0,0.0,0.0
101,Breakfast,0.0,0.0,0.0
102,Child,0.0,0.0,0.0
103,avg_number_of_faces_over_images_with_faces,0.0,0.0,0.0
104,avg_posts_whole_date,0.0,0.0,0.0
105,percentage_animals,0.0,0.0,0.0
106,ANGRY,0.0,0.0,0.0
107,CONFUSED,0.0,0.0,0.0
108,DISGUSTED,0.0,0.0,0.0
109,gender,0.0,0.0,0.0
110,E_1,0.0,0.0,0.0
111,M_1,0.0,0.0,0.0
112,E_2,0.0,0.0,0.0
113,A_3,0.0,0.0,0.0
114,N_3,0.0,0.0,0.0
115,H_3,0.0,0.0,0.0
116,participate,0.0,0.0,0.0
117,start_q,0.0,0.0,0.0
118,end_q,0.0,0.0,0.0
119,P_EMO,0.0,0.0,0.0
