,variable,relative_importance,scaled_importance,percentage
48,E_1,0.12785804271697998,0.0002978574200840525,0.00010890768728967933
49,Light,0.12307190895080566,0.00028670766817579397,0.00010483092568394372
50,SURPRISED,0.11541204154491425,0.0002688632815793633,9.830635807447536e-05
51,HAP,0.1113353818655014,0.00025936631675128104,9.483391654387326e-05
52,A_3,0.10616825520992279,0.0002473290058229026,9.043263053922533e-05
53,user_posted_photos,0.08001121878623962,0.0001863937121124493,6.815243382480368e-05
54,Sport,0.07910134643316269,0.00018427407829095242,6.737741731745912e-05
55,avg_posts_late_day,0.07902298867702484,0.00018409153647668068,6.731067327992468e-05
56,avg_number_of_faces_over_images_with_faces,0.06990119069814682,0.00016284144414943665,5.9540853715250974e-05
57,Sky,0.06913170963525772,0.00016104886513504477,5.8885420539584767e-05
58,Dog,0.06703566014766693,0.00015616591933456615,5.7100034987863706e-05
59,index,0.06473341584205627,0.00015080262317657386,5.5139015582499445e-05
60,born,0.056453827768564224,0.00013151453859054632,4.808657860134519e-05
61,happy_flt_pct,0.037312861531972885,8.692384488059246e-05,3.1782572056122526e-05
62,avg_comments,0.02572552300989628,5.993004234393011e-05,2.191263964150421e-05
63,level_0,0.0,0.0,0.0
64,user_id,0.0,0.0,0.0
65,age,0.0,0.0,0.0
66,Food,0.0,0.0,0.0
67,Pet,0.0,0.0,0.0
68,Canine,0.0,0.0,0.0
69,Alcohol,0.0,0.0,0.0
70,Crowd,0.0,0.0,0.0
71,Coast,0.0,0.0,0.0
72,Tree,0.0,0.0,0.0
73,Beach,0.0,0.0,0.0
74,Teddy Bear,0.0,0.0,0.0
75,Sunlight,0.0,0.0,0.0
76,Drawing,0.0,0.0,0.0
77,Dusk,0.0,0.0,0.0
78,Bikini,0.0,0.0,0.0
79,Sunrise,0.0,0.0,0.0
80,Sunset,0.0,0.0,0.0
81,Swimwear,0.0,0.0,0.0
82,Selfie,0.0,0.0,0.0
83,Beard,0.0,0.0,0.0
84,Woman,0.0,0.0,0.0
85,Cocktail,0.0,0.0,0.0
86,Pool,0.0,0.0,0.0
87,Performer,0.0,0.0,0.0
88,Coffee Cup,0.0,0.0,0.0
89,Tattoo,0.0,0.0,0.0
90,Downtown,0.0,0.0,0.0
91,Musical Instrument,0.0,0.0,0.0
92,Festival,0.0,0.0,0.0
93,Laptop,0.0,0.0,0.0
94,Pizza,0.0,0.0,0.0
95,Cloud,0.0,0.0,0.0
96,Beer Bottle,0.0,0.0,0.0
97,Money,0.0,0.0,0.0
98,Club,0.0,0.0,0.0
99,Airplane,0.0,0.0,0.0
100,Sketch,0.0,0.0,0.0
101,Sandwich,0.0,0.0,0.0
102,Cafeteria,0.0,0.0,0.0
103,Breakfast,0.0,0.0,0.0
104,Child,0.0,0.0,0.0
105,avg_posts_early_night,0.0,0.0,0.0
106,avg_posts_night,0.0,0.0,0.0
107,percentage_animals,0.0,0.0,0.0
108,ANGRY,0.0,0.0,0.0
109,CONFUSED,0.0,0.0,0.0
110,DISGUSTED,0.0,0.0,0.0
111,ratio_male,0.0,0.0,0.0
112,gender,0.0,0.0,0.0
113,A_2,0.0,0.0,0.0
114,P_1,0.0,0.0,0.0
115,P_3,0.0,0.0,0.0
116,participate,0.0,0.0,0.0
117,insta_user_id,0.0,0.0,0.0
118,start_q,0.0,0.0,0.0
119,end_q,0.0,0.0,0.0
